s_0,s_1,s_2,s_3,s_4,s_5,s_6,action,d_0,d_1,d_2,d_3,d_4,d_5
0.5617303,0.0061799586,4.03204,7.1525574e-06,300.14642,300.14636,-18.162128,-15.159774,0.0028073788,6.9849193e-09,0.040504456,4.7683716e-07,0.05230713,0.05227661
0.5645377,0.0061799656,4.0725446,7.6293945e-06,300.19873,300.19864,-15.159774,-27.759941,0.005140722,1.9092113e-08,-0.017567158,-4.7683716e-07,-0.022521973,-0.022491455
0.5696784,0.0061799847,4.0549774,7.1525574e-06,300.1762,300.17615,-27.759941,-14.966378,0.0027715564,6.519258e-09,0.09187555,3.33786e-06,0.3237915,0.323761
0.57245,0.006179991,4.146853,1.04904175e-05,300.5,300.4999,-14.966378,-28.879997,0.005348146,1.8626451e-08,-0.07356691,-1.9073486e-06,-0.049316406,-0.049316406
0.5777981,0.00618001,4.073286,8.583069e-06,300.45068,300.4506,-28.879997,-19.914097,0.003687799,1.21071935e-08,0.09903288,2.861023e-06,0.34500122,0.3449707
0.5814859,0.006180022,4.172319,1.1444092e-05,300.7957,300.79556,-19.914097,-9.359368,0.0017331839,-1.3969839e-09,-0.043787956,-1.4305115e-06,0.053131104,0.053131104
0.5832191,0.0061800205,4.128531,1.001358e-05,300.84882,300.8487,-9.359368,-19.780523,0.003663063,2.3283064e-09,-0.08811998,-4.2915344e-06,-0.20437622,-0.2043457
0.5868822,0.006180023,4.040411,5.722046e-06,300.64444,300.64435,-19.780523,-15.888214,0.002942264,5.122274e-09,0.07371378,4.7683716e-07,0.03967285,0.03967285
0.58982444,0.006180028,4.114125,6.198883e-06,300.6841,300.68402,-15.888214,-8.154679,0.0015101433,-1.3969839e-09,-0.022324562,9.536743e-07,-0.057769775,-0.057800293
0.5913346,0.0061800266,4.0918,7.1525574e-06,300.62634,300.62622,-8.154679,-18.887703,0.0034977198,5.5879354e-09,-0.06795454,-2.3841858e-06,-0.20721436,-0.20718384
0.5948323,0.006180032,4.0238457,4.7683716e-06,300.41913,300.41904,-18.887703,-10.012335,0.0018541217,1.3969839e-09,0.08084011,1.4305115e-06,0.02947998,0.02947998
0.5966864,0.0061800336,4.104686,6.198883e-06,300.4486,300.44852,-10.012335,-6.046219,0.0011196733,-1.8626451e-09,-0.063724995,-9.536743e-07,-0.1585083,-0.15847778
0.5978061,0.0061800317,4.040961,5.2452087e-06,300.2901,300.29004,-6.046219,-13.456506,0.002491951,2.3283064e-09,-0.044747353,-2.1457672e-06,-0.20324707,-0.20324707
0.60029805,0.006180034,3.9962134,3.0994415e-06,300.08685,300.0868,-13.456506,-17.898514,0.0033145547,9.778887e-09,0.060338974,1.66893e-06,-0.06378174,-0.06378174
0.6036126,0.006180044,4.0565524,4.7683716e-06,300.02307,300.023,-17.898514,-19.073162,0.003532052,1.1175871e-08,0.039877415,2.861023e-06,0.042388916,0.042388916
0.60714465,0.006180055,4.09643,7.6293945e-06,300.06546,300.0654,-19.073162,-15.503264,0.002870977,6.0535967e-09,0.019720554,1.9073486e-06,0.0741272,0.0741272
0.61001563,0.006180061,4.1161504,9.536743e-06,300.1396,300.13953,-15.503264,-17.34304,0.003211677,5.5879354e-09,-0.017586708,-1.4305115e-06,-0.012512207,-0.012512207
0.6132273,0.0061800666,4.0985637,8.106232e-06,300.12708,300.127,-17.34304,-12.793907,0.002369225,4.656613e-10,0.017757893,9.536743e-07,0.03164673,0.03164673
0.61559653,0.006180067,4.1163216,9.059906e-06,300.15872,300.15866,-12.793907,-13.951699,0.0025836825,1.3969839e-09,-0.03146553,-2.3841858e-06,-0.07095337,-0.07095337
0.6181802,0.0061800685,4.084856,6.67572e-06,300.08777,300.0877,-13.951699,-22.31614,0.0041326284,7.450581e-09,0.008374691,0.0,-0.042144775,-0.042144775
0.62231284,0.006180076,4.0932307,6.67572e-06,300.04562,300.04556,-22.31614,-14.200935,0.002629757,9.313226e-10,0.068288326,2.3841858e-06,0.16625977,0.16629028
0.6249426,0.006180077,4.161519,9.059906e-06,300.21188,300.21185,-14.200935,-16.802986,0.0031116605,1.3969839e-09,-0.04824066,-1.4305115e-06,-0.04360962,-0.04360962
0.62805426,0.0061800783,4.1132784,7.6293945e-06,300.16827,300.16824,-16.802986,-7.5346017,0.0013953447,-6.0535967e-09,0.02117157,4.7683716e-07,0.017059326,0.017059326
0.6294496,0.006180072,4.13445,8.106232e-06,300.18533,300.1853,-7.5346017,-12.382792,0.00229311,-2.3283064e-09,-0.079585075,-4.2915344e-06,-0.1666565,-0.16668701
0.6317427,0.00618007,4.054865,3.8146973e-06,300.01868,300.01862,-12.382792,-21.891947,0.0040540695,5.5879354e-09,0.03683424,1.4305115e-06,-0.07006836,-0.07003784
0.6357968,0.0061800755,4.091699,5.2452087e-06,299.9486,299.94858,-21.891947,-18.191368,0.0033687353,5.5879354e-09,0.07943201,3.8146973e-06,0.15838623,0.15838623
0.6391655,0.006180081,4.171131,9.059906e-06,300.107,300.10696,-18.191368,-10.261357,0.0019002557,-3.259629e-09,-0.010081768,4.7683716e-07,0.057922363,0.057922363
0.6410658,0.006180078,4.1610494,9.536743e-06,300.16492,300.1649,-10.261357,-11.88868,0.0022016168,-2.7939677e-09,-0.061881065,-3.8146973e-06,-0.1182251,-0.118255615
0.6432674,0.006180075,4.0991683,5.722046e-06,300.0467,300.04663,-11.88868,-15.370208,0.0028463602,2.7939677e-09,0.009068012,-4.7683716e-07,-0.07965088,-0.07962036
0.64611375,0.006180078,4.1082363,5.2452087e-06,299.96704,299.967,-15.370208,-18.634047,0.0034506917,4.1909516e-09,0.030280113,1.9073486e-06,-0.001159668,-0.001159668
0.64956445,0.006180082,4.1385164,7.1525574e-06,299.96588,299.96585,-18.634047,-10.716519,0.0019845963,-3.259629e-09,0.03367901,1.4305115e-06,0.07788086,0.07788086
0.65154904,0.0061800787,4.1721954,8.583069e-06,300.04376,300.04373,-10.716519,-20.521292,0.0038002133,4.656613e-09,-0.057496548,-2.3841858e-06,-0.09805298,-0.09805298
0.65534925,0.0061800834,4.114699,6.198883e-06,299.9457,299.94568,-20.521292,-26.52995,0.0049129725,1.2572855e-08,0.07948828,1.9073486e-06,0.127594,0.127594
0.6602622,0.006180096,4.194187,8.106232e-06,300.0733,300.07327,-26.52995,-19.569986,0.003624022,7.450581e-09,0.06181431,2.3841858e-06,0.29940796,0.29937744
0.852623,0.010120206,4.0793576,7.6293945e-06,298.15,298.15,0.0,-15.356332,0.0028437972,9.406358e-08,8.106232e-06,-7.6293945e-06,0.0,0.0
0.8554668,0.0101203,4.0793657,0.0,298.15,298.15,-15.356332,-15.102038,0.00279665,3.259629e-08,0.15191889,3.2901764e-05,0.1800232,0.17993164
0.7375143,0.011362349,3.982318,2.1457672e-06,298.15,298.15,0.0,-28.814499,0.005336046,-1.648441e-07,9.775162e-06,-2.1457672e-06,0.0,0.0
0.74285036,0.011362184,3.9823277,0.0,298.15,298.15,-28.814499,-19.685425,0.00364542,-2.3283064e-08,0.25090098,5.6743622e-05,0.5005493,0.5003052
0.8611575,0.0096471375,4.0854096,1.4781952e-05,298.15,298.15,0.0,-14.632858,0.002709806,1.5832484e-08,5.2452087e-06,-1.4781952e-05,0.0,0.0
0.8638673,0.009647153,4.085415,0.0,298.15,298.15,-14.632858,-14.43237,0.0026726723,5.5879354e-09,0.14513826,3.0994415e-05,0.16696167,0.16687012
0.8749794,0.008722263,4.091901,1.9073486e-06,298.15,298.15,0.0,-13.712136,0.002539277,1.21071935e-08,1.1444092e-05,-1.9073486e-06,0.0,0.0
0.87751865,0.0087222755,4.0919123,0.0,298.15,298.15,-13.712136,-13.56539,0.0025120974,3.7252903e-09,0.13772678,3.0040741e-05,0.15127563,0.15118408
0.84305817,0.008796788,4.0769944,9.536743e-07,298.15,298.15,0.0,-16.28355,0.0030155182,1.9557774e-07,1.1444092e-05,-9.536743e-07,0.0,0.0
0.8460737,0.008796983,4.077006,0.0,298.15,298.15,-16.28355,-13.497873,0.0024995804,5.4948032e-08,0.15912342,3.4332275e-05,0.19848633,0.19836426
0.755598,0.009888867,3.9985137,2.3841858e-06,298.15,298.15,0.0,-26.774614,0.004958272,1.7229468e-07,9.775162e-06,-2.3841858e-06,0.0,0.0
0.7605563,0.009889039,3.9985235,0.0,298.15,298.15,-26.774614,-13.991128,0.0025909543,1.3969839e-08,0.2390182,5.2928925e-05,0.44436646,0.4441223
0.6610386,0.010650622,3.904674,1.168251e-05,298.15,298.15,0.0,-8.250926,0.0015279055,-5.9604645e-08,5.00679e-06,-1.168251e-05,0.0,0.0
0.6625665,0.010650562,3.904679,0.0,298.15,298.15,-8.250926,-13.939957,0.0025814772,-2.142042e-08,0.09320426,2.4080276e-05,0.055908203,0.055877686
0.66514796,0.010650541,3.9978833,2.4080276e-05,298.2059,298.20587,-13.939957,-19.517385,0.003614366,-1.5832484e-08,0.062153816,-1.3113022e-05,0.1428833,0.14285278
0.6687623,0.010650525,4.060037,1.0967255e-05,298.3488,298.34872,-19.517385,-6.504642,0.0012045503,0.0,0.060629845,-1.9073486e-06,0.25534058,0.25534058
0.6699669,0.010650525,4.120667,9.059906e-06,298.60413,298.60406,-6.504642,-20.692793,0.0038319826,-5.5879354e-09,-0.09147167,-5.2452087e-06,-0.004547119,-0.004547119
0.67379886,0.010650519,4.0291953,3.8146973e-06,298.59958,298.59952,-20.692793,-15.201203,0.0028150678,-1.0244548e-08,0.12002993,1.4305115e-06,0.2680359,0.2680359
0.6766139,0.010650509,4.149225,5.2452087e-06,298.8676,298.86755,-15.201203,-20.517702,0.0037995577,-1.6763806e-08,-0.020948887,1.4305115e-06,0.12237549,0.12237549
0.6804135,0.010650492,4.1282763,6.67572e-06,298.99,298.98993,-20.517702,-20.817005,0.00385499,-1.9557774e-08,0.04980755,1.4305115e-06,0.23934937,0.23934937
0.6842685,0.010650473,4.178084,8.106232e-06,299.22934,299.22928,-20.817005,-26.812248,0.0049652457,-2.4214387e-08,0.018710136,1.9073486e-06,0.23117065,0.23114014
0.6892337,0.0106504485,4.196794,1.001358e-05,299.4605,299.46042,-26.812248,-13.894766,0.002573073,-7.450581e-09,0.058873653,2.3841858e-06,0.39291382,0.3928833
0.8036155,0.008459837,4.045859,5.2452087e-06,298.15,298.15,0.0,-12.757379,0.00236243,3.0733645e-08,9.059906e-06,-5.2452087e-06,0.0,0.0
0.80597794,0.008459868,4.045868,0.0,298.15,298.15,-12.757379,-18.99464,0.003517568,1.4901161e-08,0.13698101,3.194809e-05,0.1279602,0.12786865
0.8094955,0.008459883,4.182849,3.194809e-05,298.27795,298.27786,-18.99464,-19.505655,0.0036121607,6.519258e-09,0.06341314,-1.5735626e-05,0.25280762,0.25280762
0.16887625,0.008826221,3.46036,4.529953e-06,298.15,298.15,0.0,-24.38174,0.0045151412,4.377216e-08,1.04904175e-05,-4.529953e-06,0.0,0.0
0.17339139,0.008826265,3.4603705,0.0,298.15,298.15,-24.38174,-18.954655,0.0035101175,1.1175871e-08,0.22281575,4.6253204e-05,0.40078735,0.40057373
0.1769015,0.008826276,3.6831863,4.6253204e-05,298.55078,298.55057,-18.954655,-19.321264,0.0035780221,2.7939677e-09,-0.00881958,-2.4795532e-05,0.24227905,0.24227905
0.18047953,0.008826279,3.6743667,2.1457672e-05,298.79306,298.79285,-19.321264,-8.509831,0.0015758872,-9.313226e-10,0.017266512,-9.059906e-06,0.23706055,0.23703003
0.18205541,0.008826278,3.6916332,1.2397766e-05,299.03012,299.02988,-8.509831,-12.767458,0.0023643523,-9.313226e-10,-0.07590151,-6.67572e-06,-0.014312744,-0.014251709
0.18441977,0.008826277,3.6157317,5.722046e-06,299.0158,299.01562,-12.767458,-14.746034,0.002730742,9.313226e-10,0.034857273,-2.1457672e-06,0.06265259,0.06265259
0.18715051,0.008826278,3.650589,3.5762787e-06,299.07846,299.07828,-14.746034,-15.097949,0.0027959198,1.8626451e-09,0.019514084,1.1920929e-06,0.09805298,0.098083496
0.18994643,0.00882628,3.670103,4.7683716e-06,299.1765,299.17636,-15.097949,-9.660825,0.0017890334,9.313226e-10,0.008399725,1.1920929e-06,0.09677124,0.09677124
0.19173546,0.008826281,3.6785028,5.9604645e-06,299.2733,299.27313,-9.660825,-12.731236,0.0023576468,9.313226e-10,-0.040604115,-9.536743e-07,-0.02331543,-0.023284912
0.19409311,0.008826282,3.6378987,5.00679e-06,299.24997,299.24985,-12.731236,-5.437439,0.0010069311,0.0,0.02485609,0.0,0.03479004,0.03479004
0.19510004,0.008826282,3.6627548,5.00679e-06,299.28476,299.28464,-5.437439,-26.003199,0.0048153996,3.7252903e-09,-0.06690574,-1.9073486e-06,-0.09094238,-0.09094238
0.19991544,0.008826286,3.595849,3.0994415e-06,299.19382,299.1937,-26.003199,-18.738544,0.003470108,4.656613e-09,0.1589899,2.861023e-06,0.36993408,0.36993408
0.20338555,0.00882629,3.754839,5.9604645e-06,299.56375,299.56363,-18.738544,-17.002975,0.0031486899,3.7252903e-09,-0.027328491,2.6226044e-06,0.14718628,0.14718628
0.20653424,0.008826294,3.7275105,8.583069e-06,299.71094,299.71082,-17.002975,-13.484627,0.0024971664,1.8626451e-09,-0.005670786,-2.3841858e-07,0.089782715,0.089782715
0.2090314,0.008826296,3.7218397,8.34465e-06,299.80072,299.8006,-13.484627,-11.326476,0.0020974874,9.313226e-10,-0.02371502,-1.1920929e-06,-0.0029907227,-0.002960205
0.21112889,0.008826297,3.6981246,7.1525574e-06,299.79773,299.79764,-11.326476,-19.43599,0.0035992563,2.7939677e-09,-0.018777609,-1.66893e-06,-0.050720215,-0.050750732
0.21472815,0.0088263,3.679347,5.4836273e-06,299.747,299.7469,-19.43599,-11.074911,0.0020509064,9.313226e-10,0.06178832,1.9073486e-06,0.13696289,0.13696289
0.21677905,0.0088263005,3.7411354,7.390976e-06,299.88397,299.88385,-11.074911,-16.249235,0.0030091256,2.7939677e-09,-0.05642295,-1.4305115e-06,-0.06524658,-0.065216064
0.21978818,0.008826303,3.6847124,5.9604645e-06,299.81873,299.81863,-16.249235,-12.4338,0.0023025572,1.8626451e-09,0.03951311,7.1525574e-07,0.048980713,0.048950195
0.22209074,0.008826305,3.7242255,6.67572e-06,299.8677,299.86758,-12.4338,-7.7250557,0.0014305562,0.0,-0.025204659,-4.7683716e-07,-0.03918457,-0.039154053
0.22352129,0.008826305,3.6990209,6.198883e-06,299.82852,299.82843,-7.7250557,-16.458576,0.0030478835,1.8626451e-09,-0.043525696,-1.9073486e-06,-0.121520996,-0.12149048
