episode,s_0,s_1,s_2,s_3,s_4,s_5,s_6,action,d_0,d_1,d_2,d_3,d_4,d_5
1,0.71980304,0.008416838,4.044994,3.4613608e-06,298.38104,298.38104,-5.964264,-8.219962,0.0015221834,7.450581e-09,0.024748325,-4.2057036e-07,0.008087158,0.008087158
1,0.7213252,0.008416845,4.069742,3.0407905e-06,298.38913,298.38913,-8.219962,-6.5828795,0.0012190938,6.519258e-09,0.026249886,9.0169897e-07,0.03527832,0.03527832
1,0.7225443,0.008416852,4.095992,3.9424895e-06,298.4244,298.4244,-6.5828795,-6.355998,0.0011770129,4.656613e-09,-0.010456085,-5.011557e-07,0.012268066,0.012237549
1,0.7237213,0.008416857,4.085536,3.4413338e-06,298.43668,298.43665,-6.355998,0.0,0.0,-2.7939677e-09,-0.0039372444,-1.7248794e-07,0.008605957,0.008636475
1,0.7237213,0.008416854,4.0815988,3.2688458e-06,298.44528,298.44528,0.0,0.0,0.0,-2.7939677e-09,-0.075219154,-3.211334e-06,-0.034484863,-0.034484863
1,0.7237213,0.008416851,4.0063796,5.7511862e-08,298.4108,298.4108,0.0,-1.271725,0.00023549795,-9.313226e-10,-0.005346298,4.0358967e-07,-0.030426025,-0.030456543
1,0.7239568,0.00841685,4.0010333,4.6110154e-07,298.38037,298.38034,-1.271725,-2.064838,0.0003823638,-9.313226e-10,0.012506008,4.622936e-07,-0.024780273,-0.024749756
1,0.7243392,0.008416849,4.0135393,9.2339513e-07,298.3556,298.3556,-2.064838,0.0,0.0,-1.8626451e-09,0.007033348,-4.787779e-07,-0.019165039,-0.019165039
1,0.7243392,0.008416847,4.0205727,4.4461723e-07,298.33643,298.33643,0.0,0.0,0.0,-2.7939677e-09,-0.026304245,-2.169386e-07,-0.021759033,-0.021759033
1,0.7243392,0.0084168445,3.9942684,2.2767863e-07,298.31467,298.31467,0.0,0.0,0.0,-1.8626451e-09,-0.0027678013,-1.8471874e-07,-0.019226074,-0.019226074
1,0.7243392,0.008416843,3.9915006,4.2959876e-08,298.29544,298.29544,0.0,-13.923219,0.0025783777,1.3038516e-08,0.007218361,4.4055304e-07,-0.016967773,-0.016967773
1,0.72691756,0.008416856,3.998719,4.835129e-07,298.27847,298.27847,-13.923219,-8.748328,0.0016200542,1.1175871e-08,0.13951802,3.5505295e-06,0.13171387,0.13171387
1,0.7285376,0.008416867,4.138237,4.0340424e-06,298.4102,298.4102,-8.748328,-4.3247733,0.0008009076,1.8626451e-09,-0.030225277,3.0326828e-07,0.040893555,0.040893555
1,0.7293385,0.008416869,4.1080117,4.3373107e-06,298.45108,298.45108,-4.3247733,-0.15146002,2.8073788e-05,-2.7939677e-09,-0.04372692,-1.537539e-06,-0.013580322,-0.01361084
1,0.7293666,0.008416866,4.064285,2.7997717e-06,298.4375,298.43747,-0.15146002,0.0,0.0,-9.313226e-10,-0.05362892,-2.3325601e-06,-0.033416748,-0.033416748
