episode,s_0,s_1,s_2,s_3,s_4,s_5,s_6,action,d_0,d_1,d_2,d_3,d_4,d_5
27,0.33734453,0.008908194,3.6893103,7.1525574e-07,299.40283,299.40277,-12.874601,-9.050297,0.0016759634,9.313226e-10,0.11325312,1.3589859e-05,0.0017700195,0.0018310547
27,0.3390205,0.0089081945,3.8025634,1.4305115e-05,299.4046,299.4046,-9.050297,-16.030348,0.0029685795,-3.7252903e-09,-0.026901484,-1.3828278e-05,-0.061676025,-0.061676025
27,0.34198907,0.008908191,3.775662,4.7683716e-07,299.34293,299.34293,-16.030348,-11.065628,0.0020492077,-1.8626451e-09,0.05910778,4.7683716e-06,0.07556152,0.07556152
27,0.34403828,0.008908189,3.8347697,5.2452087e-06,299.4185,299.4185,-11.065628,-18.97922,0.0035146773,-3.7252903e-09,-0.03082037,9.536743e-07,-0.026489258,-0.026519775
27,0.34755296,0.008908185,3.8039494,6.198883e-06,299.392,299.39197,-18.97922,-10.585623,0.0019602776,-1.8626451e-09,0.06434226,2.1457672e-06,0.14437866,0.14437866
27,0.34951323,0.008908183,3.8682916,8.34465e-06,299.53638,299.53635,-10.585623,-20.248074,0.0037496686,-2.7939677e-09,-0.055351734,-2.1457672e-06,-0.044036865,-0.044036865
27,0.3532629,0.0089081805,3.81294,6.198883e-06,299.49234,299.4923,-20.248074,-6.8781056,0.0012737215,0.0,0.07552838,1.9073486e-06,0.16992188,0.16992188
27,0.35453662,0.0089081805,3.8884683,8.106232e-06,299.66226,299.66223,-6.8781056,-10.271334,0.0019020736,0.0,-0.10080075,-4.053116e-06,-0.115997314,-0.115997314
27,0.3564387,0.0089081805,3.7876675,4.053116e-06,299.54626,299.54623,-10.271334,-17.617655,0.0032625496,-1.8626451e-09,0.024776459,0.0,-0.0541687,-0.0541687
27,0.35970125,0.008908179,3.812444,4.053116e-06,299.4921,299.49207,-17.617655,-16.113672,0.0029840171,-2.7939677e-09,0.06022215,2.1457672e-06,0.100372314,0.1003418
27,0.36268526,0.008908176,3.8726661,6.198883e-06,299.59247,299.5924,-16.113672,-13.354268,0.0024729967,-1.8626451e-09,-0.00063610077,1.4305115e-06,0.06085205,0.06088257
27,0.36515826,0.008908174,3.87203,7.6293945e-06,299.65332,299.6533,-13.354268,-16.78124,0.0031076372,-1.8626451e-09,-0.016200066,-7.1525574e-07,-0.0035095215,-0.003540039
27,0.3682659,0.008908172,3.85583,6.914139e-06,299.6498,299.64975,-16.78124,-15.310445,0.0028352737,-1.8626451e-09,0.02920413,7.1525574e-07,0.07080078,0.0708313
27,0.37110117,0.00890817,3.885034,7.6293945e-06,299.7206,299.72058,-15.310445,-6.263541,0.0011599064,9.313226e-10,-0.0045380592,-2.3841858e-07,0.032073975,0.032043457
27,0.37226108,0.008908171,3.880496,7.390976e-06,299.7527,299.75262,-6.263541,-14.42933,0.002672106,-9.313226e-10,-0.07999468,-3.5762787e-06,-0.13543701,-0.1354065
27,0.37493318,0.00890817,3.8005013,3.8146973e-06,299.61725,299.61722,-14.42933,-23.209345,0.0042980313,-2.7939677e-09,0.066524744,7.1525574e-07,0.015625,0.015625
27,0.3792312,0.0089081675,3.867026,4.529953e-06,299.63287,299.63284,-23.209345,-11.158541,0.0020664036,-9.313226e-10,0.07289934,4.053116e-06,0.23220825,0.23217773
27,0.38129762,0.008908167,3.9399254,8.583069e-06,299.86508,299.86502,-11.158541,-13.444783,0.0024897754,-9.313226e-10,-0.07701635,-2.3841858e-06,-0.06695557,-0.06695557
27,0.3837874,0.008908166,3.862909,6.198883e-06,299.79813,299.79807,-13.444783,-10.498274,0.0019441247,0.0,0.0155518055,0.0,-0.018951416,-0.018920898
27,0.38573152,0.008908166,3.878461,6.198883e-06,299.77917,299.77914,-10.498274,-12.791361,0.0023687482,-9.313226e-10,-0.024491549,-9.536743e-07,-0.074279785,-0.0743103
27,0.38810027,0.008908165,3.8539693,5.2452087e-06,299.7049,299.70483,-12.791361,-6.773049,0.0012542903,0.0,0.017848015,4.7683716e-07,-0.025878906,-0.025848389
27,0.38935456,0.008908165,3.8718174,5.722046e-06,299.67902,299.679,-6.773049,-10.667953,0.0019755363,0.0,-0.054597616,-2.1457672e-06,-0.12313843,-0.12313843
27,0.3913301,0.008908165,3.8172197,3.5762787e-06,299.55588,299.55585,-10.667953,-7.747855,0.0014347732,0.0,0.031551838,7.1525574e-07,-0.05267334,-0.052703857
27,0.39276487,0.008908165,3.8487716,4.2915344e-06,299.5032,299.50314,-7.747855,-14.272356,0.0026430488,-9.313226e-10,-0.0262959,-2.3841858e-07,-0.09234619,-0.092315674
27,0.39540792,0.008908164,3.8224757,4.053116e-06,299.41086,299.41083,-14.272356,-8.406593,0.0015567541,0.0,0.056017876,1.66893e-06,0.028778076,0.028778076
27,0.39696467,0.008908164,3.8784935,5.722046e-06,299.43964,299.4396,-8.406593,-11.521942,0.0021336973,-9.313226e-10,-0.044374228,-1.4305115e-06,-0.07476807,-0.07476807
27,0.39909837,0.008908163,3.8341193,4.2915344e-06,299.36487,299.36484,-11.521942,-18.721437,0.003466934,-2.7939677e-09,0.026508093,9.536743e-07,-0.016937256,-0.016937256
27,0.4025653,0.00890816,3.8606274,5.2452087e-06,299.34793,299.3479,-18.721437,-10.007984,0.0018533468,0.0,0.061828136,2.3841858e-06,0.13742065,0.13742065
27,0.40441865,0.00890816,3.9224555,7.6293945e-06,299.48535,299.48532,-10.007984,-9.658881,0.0017886758,-9.313226e-10,-0.058558226,-2.1457672e-06,-0.05078125,-0.05078125
27,0.40620732,0.008908159,3.8638973,5.4836273e-06,299.43457,299.43454,-9.658881,-18.200302,0.003370434,-1.8626451e-09,-0.0058350563,-7.1525574e-07,-0.052978516,-0.052978516
27,0.40957776,0.008908157,3.8580623,4.7683716e-06,299.3816,299.38156,-18.200302,-21.827314,0.004042089,-2.7939677e-09,0.070252895,2.1457672e-06,0.123565674,0.123565674
27,0.41361985,0.008908154,3.9283152,6.914139e-06,299.50516,299.50513,-21.827314,-12.842428,0.0023782253,-1.8626451e-09,0.040110826,2.6226044e-06,0.21124268,0.21124268
27,0.41599807,0.008908153,3.968426,9.536743e-06,299.7164,299.71637,-12.842428,-5.5628743,0.0010301471,9.313226e-10,-0.055304766,-2.1457672e-06,-0.017120361,-0.017120361
27,0.41702822,0.0089081535,3.9131212,7.390976e-06,299.69928,299.69925,-5.5628743,-16.689312,0.00309062,9.313226e-10,-0.07325292,-4.053116e-06,-0.13842773,-0.13845825
27,0.42011884,0.008908154,3.8398683,3.33786e-06,299.56085,299.5608,-16.689312,-13.297097,0.0024624467,-9.313226e-10,0.0914309,9.536743e-07,0.06951904,0.06954956
27,0.4225813,0.0089081535,3.9312992,4.2915344e-06,299.63037,299.63034,-13.297097,-12.13562,0.0022473335,-9.313226e-10,-0.017837048,1.4305115e-06,-0.006164551,-0.006164551
27,0.42482862,0.008908153,3.9134622,5.722046e-06,299.6242,299.62418,-12.13562,-8.100235,0.0015000403,0.0,-0.0077807903,2.3841858e-07,-0.028503418,-0.028503418
27,0.42632866,0.008908153,3.9056814,5.9604645e-06,299.5957,299.59567,-8.100235,-20.141125,0.0037298203,-1.8626451e-09,-0.037047386,-1.4305115e-06,-0.09490967,-0.09490967
27,0.43005848,0.008908151,3.868634,4.529953e-06,299.5008,299.50076,-20.141125,-14.336724,0.0026549697,-1.8626451e-09,0.096377134,2.1457672e-06,0.15664673,0.15664673
27,0.43271345,0.008908149,3.9650111,6.67572e-06,299.65744,299.6574,-14.336724,-13.776843,0.0025512576,-9.313226e-10,-0.029670954,4.7683716e-07,0.014251709,0.014251709
27,0.4352647,0.008908148,3.9353402,7.1525574e-06,299.6717,299.67166,-13.776843,-9.921144,0.0018372536,-9.313226e-10,-0.002016306,-2.3841858e-07,0.0007324219,0.0007324219
27,0.43710196,0.008908147,3.9333239,6.914139e-06,299.67242,299.6724,-9.921144,-7.892179,0.0014615059,9.313226e-10,-0.03204465,-1.4305115e-06,-0.07284546,-0.07284546
27,0.43856347,0.008908148,3.9012792,5.4836273e-06,299.59958,299.59955,-7.892179,-14.625659,0.0027084649,-9.313226e-10,-0.023082972,-1.4305115e-06,-0.09899902,-0.09899902
27,0.44127193,0.008908147,3.8781962,4.053116e-06,299.50058,299.50055,-14.625659,-16.786877,0.0031086802,-1.8626451e-09,0.05563283,1.4305115e-06,0.02859497,0.02859497
27,0.4443806,0.008908145,3.933829,5.4836273e-06,299.52917,299.52914,-16.786877,-13.543646,0.002508074,-9.313226e-10,0.024225712,1.66893e-06,0.076049805,0.076049805
27,0.4468887,0.008908144,3.9580548,7.1525574e-06,299.60522,299.6052,-13.543646,-12.456136,0.0023066998,-9.313226e-10,-0.01743126,-2.3841858e-07,0.0019836426,0.0019836426
27,0.44919538,0.008908143,3.9406235,6.914139e-06,299.6072,299.60718,-12.456136,-13.705679,0.002538085,-1.8626451e-09,-0.0072073936,-4.7683716e-07,-0.02017212,-0.02017212
27,0.45173347,0.008908141,3.9334161,6.4373016e-06,299.58704,299.587,-13.705679,-18.06287,0.0033449829,-1.8626451e-09,0.011193991,-2.3841858e-07,0.0058898926,0.0058898926
27,0.45507845,0.00890814,3.94461,6.198883e-06,299.59293,299.5929,-18.06287,-13.343713,0.0024710596,-9.313226e-10,0.037399292,1.4305115e-06,0.10266113,0.10266113
27,0.4575495,0.008908139,3.9820094,7.6293945e-06,299.6956,299.69556,-13.343713,-13.622654,0.002522707,-9.313226e-10,-0.028289795,-7.1525574e-07,-0.009185791,-0.009185791
27,0.46007222,0.008908138,3.9537196,6.914139e-06,299.6864,299.68637,-13.622654,-15.028997,0.0027831495,-1.8626451e-09,0.0025937557,-2.3841858e-07,-0.0040893555,-0.0040893555
27,0.46285537,0.008908136,3.9563134,6.67572e-06,299.6823,299.68228,-15.028997,-8.343534,0.0015451014,9.313226e-10,0.012894869,0.0,0.02532959,0.025299072
27,0.46440047,0.008908137,3.9692082,6.67572e-06,299.70764,299.70758,-8.343534,-5.4301896,0.00100559,0.0,-0.05500269,-1.9073486e-06,-0.102142334,-0.10211182
27,0.46540606,0.008908137,3.9142056,4.7683716e-06,299.6055,299.60547,-5.4301896,-19.217863,0.0035588443,0.0,-0.03620386,-1.66893e-06,-0.13223267,-0.13223267
27,0.4689649,0.008908137,3.8780017,3.0994415e-06,299.47327,299.47324,-19.217863,-15.796854,0.0029253662,-1.8626451e-09,0.1123538,2.1457672e-06,0.1308899,0.13085938
27,0.47189027,0.008908135,3.9903555,5.2452087e-06,299.60416,299.6041,-15.796854,-17.720922,0.003281653,-2.7939677e-09,-0.011488676,1.9073486e-06,0.047607422,0.047607422
27,0.47517192,0.008908132,3.9788668,7.1525574e-06,299.65176,299.6517,-17.720922,-17.01687,0.0031512678,-2.7939677e-09,0.020282984,7.1525574e-07,0.089538574,0.089538574
27,0.4783232,0.008908129,3.9991498,7.867813e-06,299.7413,299.74124,-17.01687,-13.650743,0.0025279224,-9.313226e-10,0.0020823479,2.3841858e-07,0.06726074,0.06726074
27,0.4808511,0.008908128,4.001232,8.106232e-06,299.80856,299.8085,-13.650743,-9.414513,0.001743406,0.0,-0.021660328,-9.536743e-07,-0.013702393,-0.013702393
27,0.48259452,0.008908128,3.9795718,7.1525574e-06,299.79486,299.7948,-9.414513,-15.925114,0.0029491186,-9.313226e-10,-0.03731537,-1.9073486e-06,-0.094055176,-0.09402466
27,0.48554364,0.008908127,3.9422565,5.2452087e-06,299.7008,299.70078,-15.925114,-19.670818,0.0036427379,-2.7939677e-09,0.04964876,9.536743e-07,0.03930664,0.039276123
27,0.48918638,0.008908125,3.9919052,6.198883e-06,299.7401,299.74005,-19.670818,-25.270834,0.0046797693,-4.656613e-09,0.03381157,1.4305115e-06,0.12786865,0.12786865
27,0.49386615,0.00890812,4.025717,7.6293945e-06,299.86798,299.86792,-25.270834,-14.344513,0.0026564002,-1.8626451e-09,0.049369812,3.33786e-06,0.2791748,0.2791748
27,0.49652255,0.008908118,4.0750866,1.0967255e-05,300.14716,300.1471,-14.344513,-13.333586,0.002469182,-9.313226e-10,-0.06463337,-2.861023e-06,-0.027008057,-0.027008057
27,0.49899173,0.008908117,4.010453,8.106232e-06,300.12015,300.1201,-13.333586,-7.5897837,0.0014055371,9.313226e-10,-0.011864424,-1.4305115e-06,-0.051727295,-0.051727295
27,0.50039726,0.008908118,3.9985888,6.67572e-06,300.06842,300.06836,-7.5897837,-16.986042,0.003145516,-9.313226e-10,-0.05434394,-2.3841858e-06,-0.1531372,-0.1531372
27,0.5035428,0.008908117,3.9442449,4.2915344e-06,299.91528,299.91522,-16.986042,-16.56858,0.0030682683,-1.8626451e-09,0.07138252,1.4305115e-06,0.03829956,0.03829956
27,0.50661105,0.008908115,4.0156274,5.722046e-06,299.95358,299.95352,-16.56858,-7.7493057,0.0014350414,0.0,0.003847599,1.4305115e-06,0.0289917,0.0289917
27,0.5080461,0.008908115,4.019475,7.1525574e-06,299.98257,299.9825,-7.7493057,-13.623836,0.0025229454,0.0,-0.0706172,-2.6226044e-06,-0.1421814,-0.14215088
27,0.51056904,0.008908115,3.9488578,4.529953e-06,299.8404,299.84036,-13.623836,-16.300928,0.0030186772,-1.8626451e-09,0.044356346,7.1525574e-07,-0.027709961,-0.027709961
27,0.5135877,0.008908113,3.9932141,5.2452087e-06,299.81268,299.81265,-16.300928,-15.51732,0.0028735995,-1.8626451e-09,0.023725033,1.4305115e-06,0.033691406,0.03366089
27,0.5164613,0.008908112,4.016939,6.67572e-06,299.84637,299.8463,-15.51732,-13.744258,0.0025452375,-1.8626451e-09,-7.104874e-05,4.7683716e-07,0.016113281,0.016113281
27,0.51900655,0.00890811,4.016868,7.1525574e-06,299.8625,299.86243,-13.744258,-12.584575,0.002330482,-9.313226e-10,-0.01036644,0.0,-0.022247314,-0.022247314
27,0.52133703,0.008908109,4.0065017,7.1525574e-06,299.84024,299.84018,-12.584575,-15.260642,0.002826035,-9.313226e-10,-0.0086603165,-9.536743e-07,-0.04385376,-0.043823242
27,0.52416307,0.008908108,3.9978414,6.198883e-06,299.7964,299.79636,-15.260642,-20.80318,0.003852427,-2.7939677e-09,0.021093845,9.536743e-07,0.014984131,0.014953613
27,0.5280155,0.008908105,4.018935,7.1525574e-06,299.81137,299.8113,-20.80318,-15.199232,0.0028147101,-1.8626451e-09,0.044727325,9.536743e-07,0.14907837,0.14907837
27,0.5308302,0.008908103,4.0636625,8.106232e-06,299.96045,299.9604,-15.199232,-18.648361,0.003453374,-1.8626451e-09,-0.030673504,0.0,0.0040283203,0.0040283203
27,0.5342836,0.008908101,4.032989,8.106232e-06,299.96448,299.96442,-18.648361,-11.287112,0.0020902157,-9.313226e-10,0.026750565,4.7683716e-07,0.083984375,0.083984375
27,0.5363738,0.0089081,4.0597396,8.583069e-06,300.04846,300.0484,-11.287112,-10.551841,0.001954019,0.0,-0.05242586,-2.3841858e-06,-0.086120605,-0.086120605
27,0.5383278,0.0089081,4.0073137,6.198883e-06,299.96234,299.96228,-10.551841,-15.959963,0.002955556,-9.313226e-10,-0.011270046,-9.536743e-07,-0.09429932,-0.0942688
27,0.54128337,0.0089080995,3.9960437,5.2452087e-06,299.86804,299.868,-15.959963,-15.857293,0.002936542,-9.313226e-10,0.040563583,1.4305115e-06,0.021484375,0.021453857
27,0.5442199,0.008908099,4.0366073,6.67572e-06,299.88953,299.88947,-15.857293,-9.160279,0.0016963482,0.0,0.0042686462,4.7683716e-07,0.01965332,0.01965332
27,0.54591626,0.008908099,4.040876,7.1525574e-06,299.90918,299.90912,-9.160279,-3.9180145,0.00072556734,9.313226e-10,-0.05231142,-2.1457672e-06,-0.11218262,-0.11218262
27,0.5466418,0.0089080995,3.9885645,5.00679e-06,299.797,299.79694,-3.9180145,-12.411279,0.0022984147,9.313226e-10,-0.059239626,-2.6226044e-06,-0.1697998,-0.16976929
27,0.54894024,0.0089081,3.9293249,2.3841858e-06,299.6272,299.62717,-12.411279,-20.906078,0.003871441,-2.7939677e-09,0.072336435,1.4305115e-06,-0.033599854,-0.033599854
27,0.5528117,0.008908098,4.0016613,3.8146973e-06,299.5936,299.59357,-20.906078,-12.056432,0.0022326708,-9.313226e-10,0.06772995,3.33786e-06,0.16091919,0.16091919
27,0.55504435,0.008908097,4.0693913,7.1525574e-06,299.75452,299.7545,-12.056432,-15.995426,0.002962172,-1.8626451e-09,-0.052811146,-9.536743e-07,-0.04446411,-0.04446411
27,0.5580065,0.008908095,4.01658,6.198883e-06,299.71005,299.71002,-15.995426,-14.977891,0.0027736425,-9.313226e-10,0.03039217,1.4305115e-06,0.04019165,0.04019165
27,0.56078017,0.008908094,4.0469723,7.6293945e-06,299.75024,299.7502,-14.977891,-15.104192,0.0027970672,-9.313226e-10,-0.0026712418,0.0,0.016143799,0.016143799
27,0.56357723,0.008908093,4.044301,7.6293945e-06,299.7664,299.76636,-15.104192,-11.057698,0.0020477176,-9.313226e-10,0.0038928986,-4.7683716e-07,0.017852783,0.017852783
27,0.56562495,0.008908092,4.048194,7.1525574e-06,299.78424,299.7842,-11.057698,-19.239908,0.0035629869,-1.8626451e-09,-0.030514717,-1.4305115e-06,-0.064971924,-0.06500244
27,0.56918794,0.00890809,4.017679,5.722046e-06,299.71927,299.7192,-19.239908,-11.681123,0.0021631718,0.0,0.061717033,2.3841858e-06,0.11651611,0.11654663
27,0.5713511,0.00890809,4.0793962,8.106232e-06,299.8358,299.83575,-11.681123,-15.139918,0.0028036833,-9.313226e-10,-0.049455643,-1.9073486e-06,-0.0574646,-0.0574646
27,0.5741548,0.008908089,4.0299406,6.198883e-06,299.77832,299.7783,-15.139918,-17.294731,0.0032027364,-1.8626451e-09,0.02557993,0.0,0.016235352,0.016235352
27,0.57735753,0.008908087,4.0555205,6.198883e-06,299.79456,299.79453,-17.294731,-16.910635,0.0031315684,-1.8626451e-09,0.020147324,1.9073486e-06,0.06478882,0.06478882
27,0.5804891,0.0089080855,4.075668,8.106232e-06,299.85934,299.8593,-16.910635,-12.283307,0.002274692,0.0,0.0032992363,4.7683716e-07,0.051940918,0.0519104
27,0.5827638,0.0089080855,4.078967,8.583069e-06,299.9113,299.91122,-12.283307,-10.36382,0.00191921,9.313226e-10,-0.032785892,-1.9073486e-06,-0.053100586,-0.053100586
27,0.584683,0.008908086,4.046181,6.67572e-06,299.8582,299.85812,-10.36382,-22.762518,0.0042153,-1.8626451e-09,-0.019211292,-1.4305115e-06,-0.08590698,-0.085876465
27,0.5888983,0.008908085,4.02697,5.2452087e-06,299.77228,299.77225,-22.762518,-20.23822,0.0037478209,-2.7939677e-09,0.09302378,3.33786e-06,0.20239258,0.20239258
27,0.5926461,0.008908082,4.1199937,8.583069e-06,299.97467,299.97464,-20.23822,-7.3658714,0.0013640523,9.313226e-10,-0.0014948845,1.4305115e-06,0.12704468,0.12701416
27,0.5940102,0.008908083,4.118499,1.001358e-05,300.1017,300.10165,-7.3658714,-6.3861966,0.0011826158,1.8626451e-09,-0.10109186,-5.722046e-06,-0.15750122,-0.1574707
27,0.5951928,0.008908085,4.017407,4.2915344e-06,299.9442,299.94418,-6.3861966,-9.269592,0.0017166138,9.313226e-10,-0.021007538,-1.1920929e-06,-0.15808105,-0.15808105
27,0.5969094,0.0089080855,3.9963994,3.0994415e-06,299.78613,299.7861,-9.269592,-19.730639,0.0036538243,-9.313226e-10,0.020527363,7.1525574e-07,-0.10205078,-0.10205078
27,0.6005632,0.008908085,4.016927,3.8146973e-06,299.68408,299.68405,-19.730639,-21.913034,0.004057944,-2.7939677e-09,0.08313656,3.33786e-06,0.12197876,0.12197876
27,0.6046212,0.008908082,4.1000633,7.1525574e-06,299.80606,299.80603,-21.913034,-18.322838,0.0033931136,-1.8626451e-09,0.030758858,3.33786e-06,0.17819214,0.17819214
27,0.6080143,0.00890808,4.130822,1.04904175e-05,299.98425,299.98422,-18.322838,-19.453943,0.003602624,-1.8626451e-09,-0.0118432045,-4.7683716e-07,0.07662964,0.07659912
27,0.6116169,0.008908078,4.118979,1.001358e-05,300.06088,300.06082,-19.453943,-9.366794,0.0017345548,1.8626451e-09,0.015008926,0.0,0.09951782,0.09951782
27,0.61335146,0.00890808,4.133988,1.001358e-05,300.1604,300.16034,-9.366794,-0.8914888,0.00016510487,1.8626451e-09,-0.0782547,-4.7683716e-06,-0.13140869,-0.13137817
27,0.61351657,0.008908082,4.055733,5.2452087e-06,300.029,300.02896,-0.8914888,-6.2744336,0.001161933,1.21071935e-08,-0.104795456,-4.7683716e-06,-0.21646118,-0.21646118
27,0.6146785,0.008908094,3.9509377,4.7683716e-07,299.81253,299.8125,-6.2744336,-10.670411,0.0019760132,3.7252903e-09,0.048273325,1.5974045e-05,-0.14889526,-0.14886475
27,0.6166545,0.008908098,3.999211,1.6450882e-05,299.66364,299.66364,-10.670411,-13.7585535,0.0025478601,-9.313226e-10,0.03852439,-1.2636185e-05,-0.07015991,-0.07015991
27,0.6192024,0.008908097,4.0377355,3.8146973e-06,299.59348,299.59348,-13.7585535,-17.127184,0.0031716824,-2.7939677e-09,0.029807568,9.536743e-07,-0.0046081543,-0.004638672
27,0.62237406,0.008908094,4.067543,4.7683716e-06,299.58887,299.58884,-17.127184,-20.962898,0.0038820505,-2.7939677e-09,0.03434229,3.8146973e-06,0.07168579,0.07171631
27,0.6262561,0.008908091,4.1018853,8.583069e-06,299.66055,299.66055,-20.962898,-12.746827,0.0023605227,-9.313226e-10,0.040925503,2.3841858e-06,0.16595459,0.16592407
27,0.62861663,0.00890809,4.142811,1.0967255e-05,299.8265,299.82648,-12.746827,-12.129408,0.002246201,9.313226e-10,-0.050847054,-3.33786e-06,-0.03451538,-0.034484863
27,0.63086283,0.008908091,4.091964,7.6293945e-06,299.792,299.792,-12.129408,-15.476293,0.0028659701,0.0,-0.006518841,-9.536743e-07,-0.04537964,-0.04537964
27,0.6337288,0.008908091,4.085445,6.67572e-06,299.7466,299.7466,-15.476293,-14.013365,0.002595067,0.0,0.028414726,9.536743e-07,0.026947021,0.026947021
27,0.63632387,0.008908091,4.1138597,7.6293945e-06,299.77356,299.77356,-14.013365,-18.589214,0.0034424067,0.0,-0.0060534477,-4.7683716e-07,-0.005706787,-0.005706787
27,0.6397663,0.008908091,4.107806,7.1525574e-06,299.76785,299.76785,-18.589214,-16.16212,0.0029929876,0.0,0.04097128,1.4305115e-06,0.09951782,0.09951782
27,0.64275926,0.008908091,4.1487775,8.583069e-06,299.86737,299.86737,-16.16212,-8.903022,0.0016487241,9.313226e-10,-0.008359432,0.0,0.0357666,0.035736084
27,0.644408,0.008908092,4.140418,8.583069e-06,299.90314,299.9031,-8.903022,0.0,0.0,2.7939677e-09,-0.06106472,-3.8146973e-06,-0.11300659,-0.112976074
27,0.644408,0.008908095,4.0793533,4.7683716e-06,299.79013,299.79013,0.0,-5.61425,0.0010396838,1.8626451e-09,-0.11273813,-4.529953e-06,-0.19146729,-0.19146729
27,0.6454477,0.008908097,3.9666152,2.3841858e-07,299.59866,299.59866,-5.61425,-18.986212,0.0035159588,0.0,0.05345726,3.0994415e-06,-0.13269043,-0.13269043
27,0.64896363,0.008908097,4.0200725,3.33786e-06,299.46597,299.46597,-18.986212,-28.172607,0.005217135,-3.7252903e-09,0.1174922,3.33786e-06,0.11880493,0.11880493
27,0.65418077,0.008908093,4.1375647,6.67572e-06,299.58478,299.58478,-28.172607,-12.566918,0.0023272038,9.313226e-10,0.0890646,5.2452087e-06,0.37530518,0.37527466
28,0.71285313,0.0103457915,3.9572756,9.298325e-06,298.15,298.15,0.0,-23.372934,0.0043283105,-4.0978193e-08,6.4373016e-06,-9.298325e-06,0.0,0.0
28,0.71718144,0.0103457505,3.957282,0.0,298.15,298.15,-23.372934,-29.940958,0.005544603,-1.6763806e-08,0.21215153,4.7683716e-05,0.34988403,0.34970093
28,0.72272605,0.010345734,4.1694336,4.7683716e-05,298.49988,298.4997,-29.940958,-25.46367,0.0047155023,-3.7252903e-09,0.07933569,-1.8119812e-05,0.53396606,0.5338745
29,0.32546902,0.009491655,3.6064715,1.0967255e-05,298.15,298.15,0.0,-10.319485,0.0019110143,-1.1175871e-08,5.9604645e-06,-1.0967255e-05,0.0,0.0
29,0.32738003,0.009491644,3.6064775,0.0,298.15,298.15,-10.319485,-20.960188,0.003881514,-5.5879354e-09,0.11096406,2.69413e-05,0.0859375,0.085876465
29,0.33126155,0.009491638,3.7174416,2.69413e-05,298.23593,298.23587,-20.960188,-16.173578,0.0029951334,-2.7939677e-09,0.092674494,-1.1205673e-05,0.29507446,0.29504395
29,0.33425668,0.0094916355,3.810116,1.5735626e-05,298.531,298.5309,-16.173578,-14.047589,0.0026013851,-9.313226e-10,-0.011711597,-5.9604645e-06,0.17028809,0.17028809
29,0.33685806,0.009491635,3.7984045,9.775162e-06,298.7013,298.7012,-14.047589,-6.9276614,0.0012829006,0.0,-0.005168438,-2.6226044e-06,0.11303711,0.11303711
29,0.33814096,0.009491635,3.793236,7.1525574e-06,298.81433,298.81424,-6.9276614,-11.644432,0.0021563768,0.0,-0.057352543,-3.0994415e-06,-0.020568848,-0.020568848
29,0.34029734,0.009491635,3.7358835,4.053116e-06,298.79376,298.79367,-11.644432,-11.465827,0.0021232963,-9.313226e-10,0.04082775,-4.7683716e-07,0.05407715,0.054107666
29,0.34242064,0.009491634,3.7767112,3.5762787e-06,298.84784,298.84778,-11.465827,-10.294033,0.0019063056,-9.313226e-10,0.0029366016,9.536743e-07,0.045532227,0.04550171
29,0.34432694,0.009491633,3.7796478,4.529953e-06,298.89337,298.89328,-10.294033,-8.836185,0.0016363263,-9.313226e-10,-0.0066080093,2.3841858e-07,0.020080566,0.020111084
29,0.34596327,0.009491632,3.7730398,4.7683716e-06,298.91345,298.9134,-8.836185,-11.942705,0.0022116303,-9.313226e-10,-0.011485577,-4.7683716e-07,-0.006378174,-0.006378174
29,0.3481749,0.009491631,3.7615542,4.2915344e-06,298.90707,298.907,-11.942705,-6.815653,0.0012621582,0.0,0.027893543,4.7683716e-07,0.045654297,0.045654297
29,0.34943706,0.009491631,3.7894478,4.7683716e-06,298.95273,298.95267,-6.815653,-4.1355586,0.0007658303,0.0,-0.042833567,-1.1920929e-06,-0.039978027,-0.039978027
29,0.3502029,0.009491631,3.7466142,3.5762787e-06,298.91275,298.9127,-4.1355586,-6.8553658,0.0012695193,0.0,-0.03149128,-1.1920929e-06,-0.06652832,-0.06652832
29,0.3514724,0.009491631,3.715123,2.3841858e-06,298.84622,298.84616,-6.8553658,-13.6465025,0.0025271177,-1.8626451e-09,0.025396347,0.0,-0.030944824,-0.030944824
29,0.35399953,0.009491629,3.7405193,2.3841858e-06,298.81528,298.81522,-13.6465025,-13.551106,0.0025094748,-9.313226e-10,0.06122589,2.3841858e-06,0.08135986,0.08135986
29,0.356509,0.009491628,3.8017452,4.7683716e-06,298.89664,298.89658,-13.551106,-12.394135,0.0022952259,-1.8626451e-09,0.008570433,1.4305115e-06,0.075164795,0.07519531
29,0.35880423,0.009491626,3.8103156,6.198883e-06,298.9718,298.97177,-12.394135,-12.614787,0.002336055,-9.313226e-10,-0.002349615,-2.3841858e-07,0.04751587,0.04748535
29,0.36114028,0.009491625,3.807966,5.9604645e-06,299.01932,299.01926,-12.614787,-7.4092584,0.0013720989,-9.313226e-10,0.0062355995,2.3841858e-07,0.047424316,0.047424316
29,0.36251238,0.009491624,3.8142016,6.198883e-06,299.06674,299.06668,-7.4092584,-10.467649,0.0019384325,0.0,-0.043248653,-2.1457672e-06,-0.044158936,-0.044158936
29,0.3644508,0.009491624,3.770953,4.053116e-06,299.02258,299.02252,-10.467649,-15.703715,0.0029081106,-1.8626451e-09,0.025981665,2.3841858e-07,0.005859375,0.0058898926
